model,age_year,shutter_count,condition,has_box,price_used
Sony A9II,7,4097,excellent,0,82700
Sony ZV1,4,1438,very_good,0,15390
Sony FX3,3,3186,excellent,0,102590
Sony A7S,6,209988,/,0,6900
Sony A7V,0,10122,excellent,1,85900
Sony A7V,1,525,excellent,0,75100
Sony A7RII,8,51972,fair,0,16100
Sony RX100VII,4,599,very_good,0,31790
Sony A7RII,1,51675,fair,0,16200
Sony A5000,5,8972,good,1,4500
Sony A6400,0,5889,good,1,16690
Sony A7IV,0,182185,poor,0,40100
Sony A6700,1,68675,fair,1,36290
Sony A9,2,237255,poor,0,31200
Sony A7RII,9,71654,good,0,17790
Sony A6500,8,4012,excellent,0,17200
Sony A5000,2,60053,good,1,4500
Sony A7RIV,1,25364,very_good,0,40600
Sony A9III,0,68861,fair,0,126700
Sony A6000,3,2657,very_good,0,8900
Sony A7S,3,11695,very_good,1,8690
Sony A7R,4,71885,good,1,8790
Sony A9II,4,64290,fair,0,71100
Sony A7SII,7,33291,good,1,18490
Sony A7V,0,13838,good,0,75200
Sony FX2,1,1426,excellent,1,82790
Sony A7SII,8,119547,fair,1,17190
Sony A1II,0,13656,good,0,165600
Sony A7SII,4,17934,very_good,1,22290
Sony A7RIV,5,41594,very_good,0,44400
Sony A1II,0,9238,very_good,1,183690
Sony ZV E10II,2,-,very_good,0,29900
Sony A7,7,1903,very_good,1,8700
Sony A7RIII,7,33575,very_good,1,30290
Sony ZV1F,1,946,excellent,0,10200
Sony A7SIII,0,3919,excellent,0,63400
Sony A9II,2,99810,fair,1,71090
Sony A1II,1,2211,good,0,168390
Sony A5000,0,191004,poor,0,4090
Sony ZV E10II,0,10794,good,1,28890
Sony ZV1F,0,973,very_good,0,10390
Sony FX2,1,1707,very_good,1,83890
Sony ZV1F,3,203,excellent,-,9600
Sony FX2,1,2618,very_good,1,84100
Sony A9II,3,9178,good,0,73590
Sony FX3,0,1965,excellent,0,114000
Sony RX100VII,4,1269,excellent,0,31100
Sony A7SII,10,1656,excellent,1,22000
Sony A9,6,2454,very_good,0,34490
Sony A5000,8,69469,fair,1,4200
Sony A6500,10,5215,good,1,14990
Sony A6100,2,101606,fair,0,13990
Sony A7RV,1,93126,good,0,84600
Sony A6300,0,92114,fair,1,10590
Sony A7,1,17337,very_good,0,8990
Sony A7SIII,5,2041,excellent,0,58800
Sony A7R,9,13142,very_good,1,9800
Sony ZV1,3,1010,excellent,0,14190
Sony A6600,7,43387,good,1,22890
Sony A7R,4,85889,good,0,8500
Sony A7S,0,99137,fair,1,6900
Sony A7R,6,31790,good,0,9300
Sony A7SII,11,9932,very_good,0,20300
Sony A7R,5,2858,very_good,0,9890
Sony A7SII,8,177512,fair,0,17400
Sony A9II,5,9866,good,1,72100
Sony A7SII,0,93960,fair,1,17490
Sony A6700,0,12667,good,1,36500
Sony A6500,5,51281,good,1,15100
Sony A6500,0,73347,fair,0,15500
Sony A6300,7,4219,excellent,1,11500
Sony FX3,5,2134,very_good,0,107400
Sony A7SIII,4,2549,very_good,0,58090
Sony A9,0,71599,fair,0,31390
Sony ZV1,4,1316,excellent,0,14790
Sony A7RIV,3,57843,good,1,38090
Sony A1II,0,14208,very_good,0,186800
Sony A6500,6,7798,very_good,0,16590
Sony A7III,7,45079,very_good,0,28200
Sony A7RII,9,56910,good,1,17990
Sony FX30,2,1770,excellent,1,48800
Sony A5100,1,9969,good,1,7290
Sony RX100VII,3,1476,very_good,0,32290
Sony FX30,0,3470,very_good,1,47000
Sony A7SII,9,14105,very_good,1,22290
Sony A9II,1,236023,fair,1,70690
Sony A7SIII,1,1129,very_good,0,62600
Sony ZV E10,0,14004,very_good,0,17200
Sony A7III,4,25560,very_good,1,26700
Sony A6600,2,72529,good,0,22790
Sony RX100VII,5,1967,excellent,0,29200
Sony FX2,1,1409,very_good,1,80900
Sony ZV E10,5,7535,very_good,1,18190
Sony A6600,5,62895,fair,1,20900
Sony A6500,4,10297,very_good,0,15500
Sony A9III,0,2115,excellent,0,142990
Sony RX100VII,2,1296,very_good,1,30690
Sony ZV E10,1,8861,good,0,16100
Sony ZV E10II,2,6486,good,1,28400
Sony A1II,2,15220,good,0,168700
Sony A6100,5,9716,very_good,0,16700
Sony RX100VII,7,346,very_good,0,28900
Sony A7SII,11,1103,excellent,0,20800
Sony A6600,3,207219,poor,0,20700
Sony A5000,7,2651,very_good,1,5100
Sony ZV1,1,1618,very_good,1,13500
Sony ZV E10,1,18760,very_good,0,18090
Sony A9III,3,32013,good,1,125200
Sony A9II,3,51755,fair,1,71190
Sony A9III,0,200650,poor,0,135400
Sony A5100,6,24090,good,0,7000
Sony A6300,3,7821,very_good,0,11790
Sony ZV1F,3,931,very_good,0,9790
Sony A7R,10,129863,fair,1,8390
Sony A7R,8,19604,good,0,8990
Sony A6000,5,34483,very_good,1,8700
Sony A1,2,134965,fair,1,90490
Sony A1,5,75237,good,1,88400
Sony A9II,7,169975,poor,1,67300
Sony A7S,5,88210,good,1,7990
Sony A9,2,55329,good,1,31200
Sony A7II,7,165657,poor,0,9000
Sony A7II,4,42922,good,0,10590
Sony A7R,1,4504,very_good,1,10690
Sony A7,11,213123,poor,0,6100
Sony ZV1F,0,1618,excellent,1,10990
Sony ZV1F,0,1360,very_good,1,9300
Sony A7RIV,1,205342,fair,0,38000
Sony A5000,8,184837,fair,0,4200
Sony A5100,3,512,very_good,0,8600
Sony A9,3,94092,fair,0,30700
Sony A7III,1,6896,good,0,23200
Sony ZV1,3,1798,very_good,0,15490
Sony A1,4,34922,good,1,90090
Sony A7V,0,5741,very_good,0,74800
Sony A6400,4,58423,fair,0,14890
Sony A1,3,234293,fair,1,90090
Sony A7III,8,61916,fair,1,20790
Sony A9,2,285189,poor,0,30200
Sony ZV E10II,0,8987,good,0,28490
Sony A7RII,10,195439,poor,1,15490
Sony A5000,11,76060,good,0,4590
Sony A7SIII,5,2143,excellent,1,60900
Sony A7S,0,60210,fair,1,7090
Sony A7,7,31395,very_good,0,8000
Sony A7RV,1,132182,good,1,83300
Sony ZV E10II,2,1172,excellent,0,33500
Sony ZV E10,3,2743,excellent,1,17300
Sony A9,9,7551,very_good,1,36700
Sony A7IV,5,1299,excellent,0,50990
Sony FX2,1,3715,very_good,0,84600
Sony RX100VII,4,1063,very_good,0,31290
Sony A6100,4,3875,very_good,0,16400
Sony A6400,7,72348,fair,1,14490
Sony A7V,0,19481,excellent,1,87190
Sony RX100VII,7,1023,excellent,1,30290
Sony A7R,1,78310,fair,1,8090
Sony A6000,3,34851,very_good,1,9390
Sony A5100,12,97445,fair,0,6000
Sony FX3,4,2274,very_good,1,115090
Sony A7S,8,27144,very_good,1,8200
Sony A6400,6,94594,fair,1,14390
Sony A6300,8,374646,poor,0,10100
Sony A7V,1,10848,good,0,77300
Sony ZV1F,1,570,very_good,1,10890
Sony RX100VII,7,1269,very_good,1,28600
Sony RX100VII,7,1267,excellent,0,31500
Sony A6000,8,26164,very_good,1,9690
Sony A9III,3,61788,good,1,125690
Sony A7RIII,9,15602,good,0,25100
Sony A7RIII,5,73405,good,1,24400
Sony A9II,6,96406,good,0,75000
Sony A6600,7,7714,very_good,0,26890
Sony A7III,5,7178,good,1,23100
Sony A7RII,4,134099,fair,1,16500
Sony A7RII,10,5007,good,1,17990
Sony A7S,8,6865,very_good,0,9300
Sony A7RIII,6,64041,fair,0,23090
Sony A6600,2,3872,very_good,0,25300
Sony A7,5,60706,fair,1,6600
Sony A9,7,272,very_good,0,37800
Sony FX2,0,3672,very_good,1,82600
Sony A6300,2,21556,good,0,11100
Sony A7III,1,61755,good,1,25000
Sony A7RIV,4,726,very_good,1,39500
Sony A7RII,0,6553,very_good,0,20000
Sony A6300,6,7396,good,0,11400
Sony FX3,0,1370,excellent,0,114890
Sony A7III,6,30983,good,1,25200
Sony ZV E10,3,unknown,very_good,0,17100
Sony A7S,11,89318,fair,0,7000
Sony A7S,7,2185,excellent,0,8300
Sony A9II,3,44317,good,1,71290
Sony A1II,1,15895,excellent,0,190800
Sony A1II,0,19447,very_good,1,193900
Sony A1II,1,18383,good,1,166390
Sony FX30,2,3278,very_good,1,49300
Sony A7,12,3005,excellent,0,8790
Sony RX100VII,1,867,excellent,1,29700
Sony A7R,6,50606,fair,1,8090
Sony ZV E10,5,5044,very_good,0,16490
Sony A6100,0,225877,poor,1,13390
Sony A7RV,4,296,very_good,1,92990
Sony RX100VII,4,619,very_good,1,30100
Sony A7II,6,48755,good,0,10890
Sony ZV1F,3,666,very_good,1,10990
Sony ZV1,1,1128,excellent,0,15090
Sony RX100VII,4,523,very_good,0,29200
Sony A6600,4,163,very_good,0,25700
Sony ZV1,1,1318,excellent,1,14200
Sony A9III,3,8826,good,0,126000
Sony A7RIV,7,160777,poor,1,37790
Sony ZV1F,2,1136,very_good,1,10700
Sony A6600,4,169191,poor,1,20000
Sony ZV E10II,1,15745,good,-,28590
Sony A7SII,8,7556,good,0,18300
Sony FX2,1,2360,very_good,0,78500
Sony A7S,9,566,excellent,1,8490
Sony A6600,7,5377,good,0,22190
Sony A7RIV,2,2159,very_good,0,39790
Sony A9III,2,6192,very_good,1,146290
Sony FX30,0,3336,very_good,0,51990
Sony A9II,0,83418,fair,1,70990
Sony ZV E10II,0,15339,good,1,28300
Sony FX3,5,2012,very_good,1,116600
Sony A7V,1,464,excellent,1,83890
Sony A6700,3,545,excellent,0,36600
Sony A7,6,68804,good,0,7190
Sony A7RIV,1,65752,fair,1,38600
Sony ZV1F,1,669,very_good,1,10200
Sony FX3,2,1029,very_good,0,107490
Sony A7II,11,91079,fair,1,9400
Sony ZV E10,5,887,good??,0,16390
Sony A9III,3,2205,excellent,1,133700
Sony A7S,7,236496,poor,0,6600
Sony A7R,4,7851,very_good,1,10190
Sony A6000,8,38278,very_good,0,9090
Sony FX2,0,2734,very_good,1,74300
Sony A9III,0,224466,poor,,131400
Sony A7III,5,149,very_good,1,29700
Sony A6700,2,176982,fair,0,38800
Sony FX30,2,2332,very_good,1,45390
Sony ZV E10II,2,4981,excellent,0,31690
Sony A7IV,0,71199,fair,1,41190
Sony A6600,6,25018,very_good,1,25290
Sony A7SII,10,4613,very_good,0,21890
A6400,5,14445,very_good,1,39900
Sony A9,4,50337,good,0,31100
Sony A9II,3,62880,fair,1,70700
Sony FX3,5,1398,very_good,0,102200
Sony A7IV,5,44161,good,1,43700
Sony A7III,0,14569,good,0,23000
Sony FX30,3,3030,excellent,0,50790
Sony ZV1F,0,1256,very_good,0,9600
Sony A9III,0,391,excellent,1,145800
Sony A7S,8,995,excellent,1,8590
Sony A1II,1,7690,excellent,1,174690
Sony ZV1F,3,1315,very_good,0,9900
Sony A7RIV,7,708,excellent,1,43400
Sony A7SII,10,5618,good,1,17700
Sony A6400,4,166184,poor,0,13100
Sony A6500,5,4380,very_good,0,17900
Sony A7IV,5,167358,fair,0,41200
Sony ZV E10,4,1559,very_good,1,17800
Sony A7II,12,35209,good,1,10190
Sony A7S,7,10318,good,1,7400
Sony A7SIII,0,1697,very_good,0,61190
Sony A7V,1,11289,very_good,1,75990
Sony A6400,3,26106,good,1,15500
Sony A1II,0,15869,very_good,0,170200
Sony FX2,0,3855,excellent,0,77800
Sony A7RII,4,3120,excellent,0,20300
Sony ZV E10II,0,14888,very_good,0,30100
Sony ZV1,3,696,very_good,0,15690
Sony A9,8,267815,poor,0,31000
Sony A7II,12,6933,good,0,10300
Sony FX3,2,3905,excellent,1,117890
Sony FX3,1,1764,excellent,0,104990
Sony ZV1F,4,130,very_good,0,9790
Sony A7II,1,97129,good,1,10590
Sony A5000,2,2314,excellent,0,5400
Sony A6300,1,97575,good,0,11100
Sony A7III,4,183236,fair,1,19090
Sony A9III,1,6326,good,0,125290
Sony A7S,12,8201,very_good,1,8200
Sony A7,13,211741,fair,1,6700
Sony A6700,0,4836,excellent,1,37000
Sony A6700,0,7925,good,1,36200
Sony A6100,3,22182,good,0,15000
Sony A6000,7,223481,fair,1,7400
Sony A7II,9,264,excellent,1,11190
Sony A6000,7,3004,very_good,1,9100
Sony FX2,0,1258,excellent,0,74490
Sony A7,9,37159,very_good,0,7800
Sony A6000,1,4176,very_good,1,9100
Sony A6400,6,57317,fair,1,14290
Sony A7SIII,6,2755,excellent,0,58200
Sony A1,2,270280,poor,1,89390
Sony RX100VII,5,179,excellent,1,32300
Sony A6100,3,2472,excellent,0,17590
Sony FX3,0,2158,excellent,1,105290
Sony A9III,2,898,excellent,0,133690
Sony A7S,0,213974,fair,1,7200
Sony A7RII,1,294836,poor,0,15190
Sony A9,1,9106,very_good,1,33490
Sony ZV1F,0,1333,very_good,1,9800
Sony A6600,5,1305,excellent,1,23700
Sony ZV1F,1,1405,very_good,0,9500
Sony A1II,0,15561,very_good,0,177290
Sony A5100,2,79108,fair,1,6090
Sony ZV1,0,445,very_good,1,14900
Sony ZV1F,2,266,very_good,0,10290
Sony A7II,2,8226,good,1,10700
Sony A6600,5,78503,good,0,22400
Sony A6500,5,129707,good,1,14990
Sony A7IV,5,181724,poor,1,40600
Sony A7RII,7,7799,good,0,16800
Sony A7V,1,10503,good,0,77690
Sony A5000,1,21896,good,1,4400
Sony A6500,3,14819,very_good,0,15690
Sony A6400,1,13881,very_good,1,19800
Sony ZV1,2,125,excellent,1,13790
Sony A6700,3,67368,good,1,36490
Sony A7SIII,6,3820,excellent,0,57300
Sony ZV E10II,1,9656,good,0,28990
Sony A6100,6,177031,fair,1,14000
Sony A6100,3,88328,fair,0,13700
Sony ZV1,3,752,excellent,1,13700
Sony A7V,0,7755,excellent,1,87200
Sony ZV1,0,1695,very_good,0,15190
Sony A6500,3,48089,good,0,15200
Sony FX30,4,3801,excellent,1,49100
Sony A9,0,8732,very_good,1,37990
Sony A7IV,3,75314,good,1,42200
Sony ZV1,6,1334,very_good,1,13600
Sony A1II,0,2606,good,1,169200
Sony A5000,12,72097,good,1,4300
Sony ZV1F,2,1419,excellent,0,10590
Sony A1,0,73319,good,1,89000
Sony A9II,0,36933,very_good,0,81300
Sony A1,2,6346,very_good,0,102700
Sony FX3,1,1364,excellent,0,104200
Sony A7RV,4,9183,very_good,0,96700
Sony A7S,5,75322,good,0,7400
Sony ZV1,0,969,excellent,1,15200
Sony A7SIII,6,1714,very_good,0,60700
Sony RX100VII,3,1532,very_good,0,32290
Sony A7,0,34266,very_good,1,8290
Sony A1II,2,16752,very_good,1,172000
Sony A6100,5,317818,poor,0,13100
Sony RX100VII,7,1344,excellent,0,29900
Sony ZV E10,4,11510,good,0,15600
Sony A6300,2,21149,very_good,0,12190
Sony A7RII,0,7889,good,0,17000
Sony A7RIII,6,173117,poor,0,20700
Sony A6700,1,2887,excellent,1,40100
Sony A7RIV,3,23739,very_good,1,42300
Sony A7RII,7,26239,very_good,0,21890
Sony A6100,0,88126,good,0,14990
Sony FX30,2,2105,excellent,1,48390
Sony A7SII,8,3759,excellent,1,21100
Sony A7RIV,5,14085,good,0,38800
Sony A7SII,5,76545,good,0,19300
Sony FX3,0,3735,excellent,1,111600
Sony A6700,2,87536,good,1,36500
Sony A6300,5,48638,very_good,0,12100
Sony A6000,7,59981,fair,0,7400
Sony A7SII,1,1231,very_good,1,22000
Sony A7SII,0,74235,good,1,19000
Sony RX100VII,7,1375,excellent,0,32890
Sony A7RII,0,80576,good,1,18500
Sony A6700,0,22648,good,1,36290
Sony ZV1,4,652,very_good,1,14190
Sony ZV1,2,1809,excellent,1,14900
Sony ZV1F,4,1401,excellent,0,9500
Sony A1,3,96695,good,1,90390
Sony A6500,9,64317,fair,1,15500
Sony ZV1F,2,702,excellent,0,9390
Sony A1II,2,10776,very_good,0,184500
Sony A6600,6,51413,good,0,21600
Sony A6400,4,,fair,0,14100
Sony A7SIII,3,2471,very_good,0,59490
Sony A7IV,0,6855,good,1,44490
Sony A7RII,4,80187,fair,0,16190
Sony A7,13,7063,very_good,0,8100
Sony A6000,11,53437,good,0,7700
Sony A9,5,6209,very_good,1,35590
Sony A7III,1,12822,good,-,25000
Sony A6300,10,45982,good,1,11400
Sony A6500,10,3847,excellent,1,17290
Sony A6100,2,59250,good,1,14890
Sony A9III,2,94362,good,0,125590
Sony A6300,1,163459,poor,1,10390
Sony A7R,12,52547,good,1,9190
Sony A5000,9,60395,fair,1,4300
Sony A7,10,83446,fair,1,6600
Sony A9II,7,43376,good,0,76900
Sony A7SIII,6,1606,very_good,1,55590
Sony A6700,3,67044,fair,1,38000
Sony A6400,1,57812,good,1,15690
Sony ZV1F,3,unknown,very_good,1,10600
Sony ZV1F,2,1277,excellent,1,9390
Sony A9III,3,5064,good,1,126300
Sony A6000,5,222701,fair,0,7490
Sony A1II,1,8490,good,1,166800
Sony A7V,0,-,very_good,1,87890
Sony A7SIII,2,2378,very_good,1,61200
Sony A7III,5,34083,very_good,0,28700
Sony A5000,10,71659,fair,0,4200
Sony A7V,1,2072,good,0,76100
Sony A9II,0,7041,very_good,1,88190
Sony A7RIV,4,94072,fair,0,38590
Sony A9II,1,39351,good,1,74200
Sony RX100VII,1,960,very_good,0,30790
Sony ZV1,4,783,excellent,0,15600
Sony A7S,5,6460,very_good,0,8500
Sony FX3,1,1852,excellent,0,110190
Sony A7RIV,0,7969,good,1,37700
Sony A7SIII,4,2152,excellent,1,59790
Sony A6600,1,32877,good,0,22490
Sony FX30,1,3266,very_good,1,51800
Sony A1,0,271317,fair,0,90790
Sony A9,6,94712,fair,1,31300
Sony A7RII,11,98596,fair,1,16500
Sony ZV E10II,2,15807,very_good,1,30500
Sony A7III,0,291635,fair,0,21300
Sony A7RII,1,56891,good,0,18690
Sony ZV1F,4,1341,excellent,1,/
Sony ZV E10,1,13029,good,0,15900
Sony A6400,2,214347,poor,1,13100
Sony FX30,3,3525,excellent,1,44590
Sony A9,9,199850,poor,0,30200
Sony A7SII,1,16579,very_good,0,19690
Sony A6500,9,9850,good,1,15000
Sony ZV1,2,996,excellent,1,14290
Sony A6400,3,18270,very_good,1,17090
Sony A9II,7,124019,good,0,74100
Sony A7II,1,218229,poor,1,9190
Sony A7S,1,68366,good,1,7590
Sony A5000,1,47935,very_good,0,5090
Sony A7RIII,0,209033,fair,1,21590
Sony A6100,2,182075,fair,1,14290
Sony A7SIII,6,2929,excellent,0,55000
Sony A7RV,0,5274,very_good,1,98800
Sony A7,7,34974,good,1,7500
Sony ZV1,3,201,very_good,1,14100
Sony A7V,1,11566,excellent,1,85890
Sony A7RIII,0,44531,good,1,26300
Sony A7RIII,1,30887,good,0,26490
Sony A6500,6,9215,very_good,1,17900
Sony A6000,8,8159,good,0,8390
Sony A7IV,0,173136,fair,0,41100
Sony A5100,8,55422,good,0,6400
Sony FX3,5,2700,excellent,1,108890
Sony A7,4,9331,very_good,0,8000
Sony FX30,0,2798,excellent,1,44500
Sony A1II,2,15579,excellent,1,190290
Sony A6500,10,4221,excellent,1,17600
Sony RX100VII,6,128,excellent,1,31400
Sony FX30,0,1022,very_good,0,51200
Sony A1II,1,14413,excellent,1,185900
Sony A6000,6,27200,very_good,0,9390
Sony A6600,4,9797,very_good,0,24290
Sony RX100VII,3,501,very_good,1,32700
Sony A6500,2,15890,good,1,15100
Sony A9II,0,2806,very_good,0,87700
Sony A6500,0,241483,fair,0,15600
Sony A9II,2,95691,fair,0,70900
Sony A1,4,2119,very_good,0,97990
Sony A9III,1,206396,poor,0,132590
Sony A6100,2,41912,good,0,15090
Sony A7,2,46163,good,0,6800
Sony A7SIII,0,3508,very_good,0,59800
Sony FX30,1,3605,very_good,0,51100
Sony A9,5,77538,fair,0,30600
Sony A5000,4,39510,good,0,4600
Sony A9,4,99553,good,0,31400
Sony ZV E10,4,1769,very_good,0,18200
Sony A5000,2,79437,good,1,4300
Sony A7II,0,16260,good,0,11000
Sony A7RV,2,81056,good,1,83090
Sony A7R,8,5433,very_good,0,10190
Sony A1II,2,4688,good,1,167290
Sony A7II,5,7769,very_good,1,11200
Sony A1II,0,6924,good,1,168990
Sony A5100,5,47944,very_good,0,7500
Sony A6000,4,58979,good,0,7900
Sony A7,7,91915,good,1,7590
Sony FX3,3,3505,excellent,1,102200
Sony A7RII,9,939,very_good,0,???
Sony A7,4,132269,good,1,7200
Sony A7V,0,18695,excellent,1,86590
Sony A7RIV,3,191735,fair,1,38690
Sony A9III,0,81178,fair,1,125200
Sony A6500,8,82167,fair,0,15000
Sony A7II,0,3543,excellent,0,12600
Sony A9,0,52519,good,0,31600
Sony A7RIII,0,5184,very_good,1,30900
Sony FX3,2,2914,excellent,1,116000
Sony A7R,7,76353,fair,0,8390
Sony RX100VII,3,1185,excellent,0,32100
Sony A6000,9,22237,very_good,1,8900
Sony FX2,1,1567,excellent,1,72300
Sony ZV E10,4,5797,very_good,1,18600
/,6,232172,fair,0,30790
Sony A7R,5,4462,very_good,1,9900
Sony ZV1F,4,374,excellent,1,10390
Sony A7RII,1,1120,excellent,1,19600
Sony FX2,1,3256,excellent,1,84300
Sony A7RIII,6,183445,poor,0,20900
Sony A7S,1,8363,very_good,1,8600
Sony A7V,1,10051,excellent,0,83200
Sony FX2,0,3631,very_good,1,81300
Sony A9III,3,1415,very_good,0,144290
Sony ZV1F,1,1563,excellent,0,9790
Sony A7RV,3,170805,poor,1,81390
Sony A6600,7,141693,fair,1,21000
Sony ZV1,1,165,very_good,1,15500
Sony A9II,4,130128,fair,1,70790
Sony RX100VII,5,1825,very_good,1,29790
Sony A7RIII,5,65300,fair,0,22100
Sony A6700,3,45560,very_good,1,39390
Sony A7SII,8,3923,very_good,0,21900
Sony A7II,8,89406,fair,1,9490
Sony FX3,5,2725,excellent,0,111600
Sony A1II,1,12320,very_good,1,178100
Sony A6400,4,251944,fair,1,14100
Sony A9II,0,1364,excellent,1,88600
Sony A6000,9,19891,good,0,8190
Sony A6500,6,97294,fair,0,15500
Sony A6500,7,170455,poor,1,15100
Sony A7R,12,269531,poor,1,7600
Sony A7II,0,35990,very_good,1,11300
Sony A6500,0,17748,good,0,15290
Sony A7RII,10,100243,good,1,17400
Sony A7,7,333716,fair,1,6400
Sony A6700,3,56678,good,1,36400
Sony A7RIII,1,6837,very_good,1,28090
Sony FX30,3,2406,very_good,1,48800
Sony A7S,0,1242,very_good,0,9290
Sony A6500,6,171769,fair,0,15700
Sony A7SIII,2,3635,very_good,0,56600
Sony ZV E10,4,14143,good,0,15900
Sony ZV E10II,1,4342,very_good,1,32100
Sony FX3,1,3709,very_good,1,103300
Sony A6300,0,9476,good,0,11190
Sony A7III,1,44035,very_good,1,26000
Sony A1,4,16594,very_good,0,95400
Sony A1II,1,18573,good,1,168190
Sony A1,3,25332,very_good,0,106890
Sony A6100,7,77385,good,0,14800
Sony A7RV,4,41280,good,1,84700
Sony A5100,11,26188,very_good,0,8090
Sony A9II,4,22407,very_good,1,81790
Sony ZV E10,5,15033,very_good,0,17490
Sony A1II,2,754,good,0,167490
Sony A9II,2,287116,fair,0,70490
Sony RX100VII,0,622,very_good,0,28200
Sony FX2,1,3026,very_good,0,74300
Sony A7II,6,24265,good,0,10390
Sony A7,8,2505,excellent,1,7800
Sony A7V,0,15883,very_good,1,80600
Sony A7RV,1,3455,excellent,0,99600
Sony A7RII,10,8211,good,1,18500
Sony ZV E10,3,11921,very_good,0,16500
Sony RX100VII,6,730,very_good,1,32300
Sony A5000,5,2151,very_good,0,4900
Sony A6500,9,53372,good,1,15200
Sony ZV E10,5,18959,very_good,1,18100
Sony A9,2,8547,good,1,31190
Sony A7RIII,3,27563,very_good,0,29300
Sony A7RIV,4,45082,very_good,1,43100
Sony A9,2,97704,good,0,31590
Sony A6300,5,39952,good,1,11190
Sony A6600,2,94713,good,0,23300
Sony A6700,0,85897,good,1,36300
Sony A6300,9,62746,fair,0,10600
Sony Cam,1,2114,excellent,0,61890
Sony A1II,1,14963,very_good,1,190800
Sony ZV E10,1,4663,very_good,0,17490
Sony ZV1,4,764,excellent,0,15400
Sony A6100,4,211732,fair,0,13700
Sony A6500,6,187664,fair,0,15000
Sony A7RII,4,9871,very_good,0,21800
Sony A7II,0,270221,poor,1,8900
Sony A6100,6,62075,good,1,14500
Sony A6100,4,7638,good,0,14900
Sony A7IV,3,84411,fair,1,41200
Sony A6300,2,8476,very_good,1,11500
Sony ZV E10II,1,18554,very_good,1,30290
Sony A9II,6,358588,poor,0,70190
Sony A6000,9,18493,good,1,7800
Sony A7II,12,156644,poor,0,9190
Sony A7V,1,14717,good,0,76290
Sony A7S,4,63177,fair,0,7100
Sony A6400,6,17331,good,0,16290
Sony A9III,1,80606,good,0,126390
Sony FX3,5,1305,excellent,0,108300
Sony ZV1F,4,198,very_good,1,10090
Sony A1,5,117015,fair,1,90500
Sony A6400,1,99873,good,0,15700
Sony FX3,3,3777,excellent,0,113000
Sony A6400,6,211841,poor,1,13100
Sony A7SIII,1,1008,very_good,0,62900
Sony FX2,1,3270,excellent,1,75800
Sony A7V,1,5888,very_good,0,87990
Sony A1II,0,17136,very_good,1,172890
Sony A7,10,49813,good,0,7100
Sony A1,4,147487,fair,0,90500
Sony A9II,3,2293,excellent,1,83400
Sony A7V,1,5520,very_good,1,81490
Sony A7II,11,8918,very_good,0,11200
Sony A7V,1,15739,very_good,1,82700
Sony FX30,2,2509,excellent,1,45300
Sony FX3,1,3497,very_good,0,105800
Sony A7SII,2,4214,excellent,1,19990
Sony ZV1,2,unknown,excellent,0,14800
Sony A5000,6,-,fair,1,4390
Sony A7IV,0,98963,good,1,43290
Sony A7S,9,7502,very_good,0,9100
Sony FX3,3,3965,excellent,1,108300
Sony A6700,1,36589,very_good,1,42700
Sony A6400,5,2322,very_good,0,19100
Sony A6500,4,216346,poor,1,15700
Sony RX100VII,1,584,very_good,1,32800
Sony A5100,12,53616,good,0,6800
Sony A7,10,39229,good,1,7590
Sony RX100VII,6,652,very_good,1,29690
Sony A7R,2,3467,very_good,1,10600
Sony A9,1,1031,very_good,1,32700
Sony ZV1,4,1313,excellent,0,15090
Sony FX2,0,3124,excellent,0,80190
Sony A7RIV,2,58923,fair,0,37690
Sony A7II,10,6270,good,1,10600
Sony A6000,10,90412,fair,0,7490
Sony FX3,4,2571,excellent,0,110990
Sony A7IV,4,36782,good,1,41400
Sony A7RV,4,47513,good,1,84090
Sony A6600,3,8199,good,0,23490
Sony A6300,10,114371,fair,0,10500
Sony ZV E10II,2,16097,good,1,28990
Sony A6600,0,8711,good,0,22190
Sony A6600,2,193534,poor,0,20290
Sony A7RII,1,8117,very_good,1,20200
Sony A7III,2,51250,good,0,25000บาท
Sony A7RII,0,130500,fair,0,16100
Sony A6500,0,39523,very_good,0,17890
Sony A7S,12,39557,good,0,7990
Sony A7RII,10,14192,very_good,0,18800
Sony A6300,4,60792,good,1,11490
Sony RX100VII,2,1931,very_good,1,28700
Sony A5000,6,36830,good,1,4400
Sony A9II,2,52658,good,1,71300
Sony RX100VII,3,172,very_good,1,31200
Sony A7SII,10,9794,good,0,18490
Sony ZV E10II,1,3159,excellent,1,30600
Sony A7III,3,39136,good,1,22500
Sony A7II,3,87076,fair,0,9890
Sony A7RIV,1,99347,fair,1,38090
Sony A7III,1,6042,very_good,0,29800
Sony A1II,1,16840,good,1,168600
Sony A7IV,5,1700,excellent,0,51000
Sony A7R,0,5802,very_good,0,10300
Sony A5100,9,8072,good,0,6400
Sony ZV E10,3,11710,very_good,,16990
Sony A7,10,77528,fair,1,6700
Sony FX30,4,3617,very_good,0,50290
Sony RX100VII,1,1922,excellent,1,32190
Sony RX100VII,6,1640,very_good,0,28490
Sony ZV1F,2,790,excellent,1,9490
Sony A6100,0,402,very_good,1,17790
Sony ZV1,2,376,very_good,0,15200
Sony A6400,-,259960,fair,1,14300
Sony FX2,0,2081,very_good,0,80700
Sony A5000,7,8160,very_good,0,5390
Sony A7RV,2,152993,fair,1,82500
Sony A7S,8,9537,good,1,7490
